element_name,id,duplicate_id
electoral_district,320114556,32044534
electoral_district,320114556,32032536
electoral_district,320114556,320118558
electoral_district,320114556,32068540
electoral_district,320114556,320112555
electoral_district,320114556,32024525
electoral_district,320114556,32026531
electoral_district,320114556,32052537
electoral_district,320114556,32088598
electoral_district,320114556,320116572
electoral_district,320114556,32016518
electoral_district,320114556,32012515
electoral_district,320114556,32064563
electoral_district,320114556,320106556
electoral_district,320114556,32022559
electoral_district,320114556,32072535
electoral_district,320114556,32046535
electoral_district,320114556,32048543
electoral_district,320114556,320102567
electoral_district,320114556,32070534
electoral_district,320114556,32014506
electoral_district,320114556,32042520
electoral_district,320114556,32010504
electoral_district,320114556,32030514
electoral_district,320114556,32040532
electoral_district,320114556,32028513
electoral_district,32096560,32082550
electoral_district,32096560,32020509
electoral_district,32096560,32060540
electoral_district,32096560,320114556
electoral_district,32096560,32086542
electoral_district,32096560,32054526
electoral_district,32096560,32066558
electoral_district,32096560,32094556
electoral_district,32096560,32056527
electoral_district,32096560,32062530
electoral_district,32096560,32074536
electoral_district,32096560,32036517
electoral_district,32096560,32098548
electoral_district,32096560,32090544
electoral_district,32096560,320104561
electoral_district,32096560,32080539
electoral_district,32096560,32078549
electoral_district,32096560,32092559
electoral_district,32096560,32084553
electoral_district,32096560,32018508
electoral_district,32096560,32034516
electoral_district,32096560,32044534
electoral_district,32096560,32032536
electoral_district,32096560,320118558
electoral_district,32096560,32068540
electoral_district,32096560,320112555
electoral_district,32096560,32024525
electoral_district,32096560,32026531
electoral_district,32096560,32052537
electoral_district,32096560,32088598
electoral_district,32096560,320116572
electoral_district,32096560,32016518
electoral_district,32096560,32012515
electoral_district,32096560,32064563
electoral_district,32096560,320106556
electoral_district,32096560,32022559
electoral_district,32096560,32072535
electoral_district,32096560,32046535
electoral_district,32096560,32048543
electoral_district,32096560,320102567
electoral_district,32096560,32070534
electoral_district,32096560,32014506
electoral_district,32096560,32042520
electoral_district,32096560,32010504
electoral_district,32096560,32030514
electoral_district,32096560,32040532
electoral_district,32096560,32028513
electoral_district,32086542,32082550
electoral_district,32086542,32020509
electoral_district,32086542,32060540
electoral_district,32086542,320114556
electoral_district,32086542,32096560
electoral_district,32086542,32054526
electoral_district,32086542,32066558
electoral_district,32086542,32094556
electoral_district,32086542,32056527
electoral_district,32086542,32062530
electoral_district,32086542,32074536
electoral_district,32086542,32036517
electoral_district,32086542,32098548
electoral_district,32086542,32090544
electoral_district,32086542,320104561
electoral_district,32086542,32080539
electoral_district,32086542,32078549
electoral_district,32086542,32092559
electoral_district,32086542,32084553
electoral_district,32086542,32018508
electoral_district,32086542,32034516
electoral_district,32086542,32044534
electoral_district,32086542,32032536
electoral_district,32086542,320118558
electoral_district,32086542,32068540
electoral_district,32086542,320112555
electoral_district,32086542,32024525
electoral_district,32086542,32026531
electoral_district,32086542,32052537
electoral_district,32086542,32088598
electoral_district,32086542,320116572
electoral_district,32086542,32016518
electoral_district,32086542,32012515
electoral_district,32086542,32064563
electoral_district,32086542,320106556
electoral_district,32086542,32022559
electoral_district,32086542,32072535
electoral_district,32086542,32046535
electoral_district,32086542,32048543
electoral_district,32086542,320102567
electoral_district,32086542,32070534
electoral_district,32086542,32014506
electoral_district,32086542,32042520
electoral_district,32086542,32010504
electoral_district,32086542,32030514
electoral_district,32086542,32040532
electoral_district,32086542,32028513
electoral_district,32054526,32082550
electoral_district,32054526,32020509
electoral_district,32054526,32060540
electoral_district,32054526,320114556
electoral_district,32054526,32096560
electoral_district,32054526,32086542
electoral_district,32054526,32066558
electoral_district,32054526,32094556
electoral_district,32054526,32056527
electoral_district,32054526,32062530
electoral_district,32054526,32074536
electoral_district,32054526,32036517
electoral_district,32054526,32098548
electoral_district,32054526,32090544
electoral_district,32054526,320104561
electoral_district,32054526,32080539
electoral_district,32054526,32078549
electoral_district,32054526,32092559
electoral_district,32054526,32084553
electoral_district,32054526,32018508
electoral_district,32054526,32034516
electoral_district,32054526,32044534
electoral_district,32054526,32032536
electoral_district,32054526,320118558
electoral_district,32054526,32068540
electoral_district,32054526,320112555
electoral_district,32054526,32024525
electoral_district,32054526,32026531
electoral_district,32054526,32052537
electoral_district,32054526,32088598
electoral_district,32054526,320116572
electoral_district,32054526,32016518
electoral_district,32054526,32012515
electoral_district,32054526,32064563
electoral_district,32054526,320106556
electoral_district,32054526,32022559
electoral_district,32054526,32072535
electoral_district,32054526,32046535
electoral_district,32054526,32048543
electoral_district,32054526,320102567
electoral_district,32054526,32070534
electoral_district,32054526,32014506
electoral_district,32054526,32042520
electoral_district,32054526,32010504
electoral_district,32054526,32030514
electoral_district,32054526,32040532
electoral_district,32054526,32028513
electoral_district,32066558,32082550
electoral_district,32066558,32020509
electoral_district,32066558,32060540
electoral_district,32066558,320114556
electoral_district,32066558,32096560
electoral_district,32066558,32086542
electoral_district,32066558,32054526
electoral_district,32066558,32094556
electoral_district,32066558,32056527
electoral_district,32066558,32062530
electoral_district,32066558,32074536
electoral_district,32066558,32036517
electoral_district,32066558,32098548
electoral_district,32066558,32090544
electoral_district,32066558,320104561
electoral_district,32066558,32080539
electoral_district,32066558,32078549
electoral_district,32066558,32092559
electoral_district,32066558,32084553
electoral_district,32066558,32018508
electoral_district,32066558,32034516
electoral_district,32066558,32044534
electoral_district,32066558,32032536
electoral_district,32066558,320118558
electoral_district,32066558,32068540
electoral_district,32066558,320112555
electoral_district,32066558,32024525
electoral_district,32066558,32026531
electoral_district,32066558,32052537
electoral_district,32066558,32088598
electoral_district,32066558,320116572
electoral_district,32066558,32016518
electoral_district,32066558,32012515
electoral_district,32066558,32064563
electoral_district,32066558,320106556
electoral_district,32066558,32022559
electoral_district,32066558,32072535
electoral_district,32066558,32046535
electoral_district,32066558,32048543
electoral_district,32066558,320102567
electoral_district,32066558,32070534
electoral_district,32066558,32014506
electoral_district,32066558,32042520
electoral_district,32066558,32010504
electoral_district,32066558,32030514
electoral_district,32066558,32040532
electoral_district,32066558,32028513
electoral_district,32094556,32082550
electoral_district,32094556,32020509
electoral_district,32094556,32060540
electoral_district,32094556,320114556
electoral_district,32094556,32096560
electoral_district,32094556,32086542
electoral_district,32094556,32054526
electoral_district,32094556,32066558
electoral_district,32094556,32056527
electoral_district,32094556,32062530
electoral_district,32094556,32074536
electoral_district,32094556,32036517
electoral_district,32094556,32098548
electoral_district,32094556,32090544
electoral_district,32094556,320104561
electoral_district,32094556,32080539
electoral_district,32094556,32078549
electoral_district,32094556,32092559
electoral_district,32094556,32084553
electoral_district,32094556,32018508
electoral_district,32094556,32034516
electoral_district,32094556,32044534
electoral_district,32094556,32032536
electoral_district,32094556,320118558
electoral_district,32094556,32068540
electoral_district,32094556,320112555
electoral_district,32094556,32024525
electoral_district,32094556,32026531
electoral_district,32094556,32052537
electoral_district,32094556,32088598
electoral_district,32094556,320116572
electoral_district,32094556,32016518
electoral_district,32094556,32012515
electoral_district,32094556,32064563
electoral_district,32094556,320106556
electoral_district,32094556,32022559
electoral_district,32094556,32072535
electoral_district,32094556,32046535
electoral_district,32094556,32048543
electoral_district,32094556,320102567
electoral_district,32094556,32070534
electoral_district,32094556,32014506
electoral_district,32094556,32042520
electoral_district,32094556,32010504
electoral_district,32094556,32030514
electoral_district,32094556,32040532
electoral_district,32094556,32028513
electoral_district,32056527,32082550
electoral_district,32056527,32020509
electoral_district,32056527,32060540
electoral_district,32056527,320114556
electoral_district,32056527,32096560
electoral_district,32056527,32086542
electoral_district,32056527,32054526
electoral_district,32056527,32066558
electoral_district,32056527,32094556
electoral_district,32056527,32062530
electoral_district,32056527,32074536
electoral_district,32056527,32036517
electoral_district,32056527,32098548
electoral_district,32056527,32090544
electoral_district,32056527,320104561
electoral_district,32056527,32080539
electoral_district,32056527,32078549
electoral_district,32056527,32092559
electoral_district,32056527,32084553
electoral_district,32056527,32018508
electoral_district,32056527,32034516
electoral_district,32056527,32044534
electoral_district,32056527,32032536
electoral_district,32056527,320118558
electoral_district,32056527,32068540
electoral_district,32056527,320112555
electoral_district,32056527,32024525
electoral_district,32056527,32026531
electoral_district,32056527,32052537
electoral_district,32056527,32088598
electoral_district,32056527,320116572
electoral_district,32056527,32016518
electoral_district,32056527,32012515
electoral_district,32056527,32064563
electoral_district,32056527,320106556
electoral_district,32056527,32022559
electoral_district,32056527,32072535
electoral_district,32056527,32046535
electoral_district,32056527,32048543
electoral_district,32056527,320102567
electoral_district,32056527,32070534
electoral_district,32056527,32014506
electoral_district,32056527,32042520
electoral_district,32056527,32010504
electoral_district,32056527,32030514
electoral_district,32056527,32040532
electoral_district,32056527,32028513
electoral_district,32062530,32082550
electoral_district,32062530,32020509
electoral_district,32062530,32060540
electoral_district,32062530,320114556
electoral_district,32062530,32096560
electoral_district,32062530,32086542
electoral_district,32062530,32054526
electoral_district,32062530,32066558
electoral_district,32062530,32094556
electoral_district,32062530,32056527
electoral_district,32062530,32074536
electoral_district,32062530,32036517
electoral_district,32062530,32098548
electoral_district,32062530,32090544
electoral_district,32062530,320104561
electoral_district,32062530,32080539
electoral_district,32062530,32078549
electoral_district,32062530,32092559
electoral_district,32062530,32084553
electoral_district,32062530,32018508
electoral_district,32062530,32034516
electoral_district,32062530,32044534
electoral_district,32062530,32032536
electoral_district,32062530,320118558
electoral_district,32062530,32068540
electoral_district,32062530,320112555
electoral_district,32062530,32024525
electoral_district,32062530,32026531
electoral_district,32062530,32052537
electoral_district,32062530,32088598
electoral_district,32062530,320116572
electoral_district,32062530,32016518
electoral_district,32062530,32012515
electoral_district,32062530,32064563
electoral_district,32062530,320106556
electoral_district,32062530,32022559
electoral_district,32062530,32072535
electoral_district,32062530,32046535
electoral_district,32062530,32048543
electoral_district,32062530,320102567
electoral_district,32062530,32070534
electoral_district,32062530,32014506
electoral_district,32062530,32042520
electoral_district,32062530,32010504
electoral_district,32062530,32030514
electoral_district,32062530,32040532
electoral_district,32062530,32028513
electoral_district,32074536,32082550
electoral_district,32074536,32020509
electoral_district,32074536,32060540
electoral_district,32074536,320114556
electoral_district,32074536,32096560
electoral_district,32074536,32086542
electoral_district,32074536,32054526
electoral_district,32074536,32066558
electoral_district,32074536,32094556
electoral_district,32074536,32056527
electoral_district,32074536,32062530
electoral_district,32074536,32036517
electoral_district,32074536,32098548
electoral_district,32074536,32090544
electoral_district,32074536,320104561
electoral_district,32074536,32080539
electoral_district,32074536,32078549
electoral_district,32074536,32092559
electoral_district,32074536,32084553
electoral_district,32074536,32018508
electoral_district,32074536,32034516
electoral_district,32074536,32044534
electoral_district,32074536,32032536
electoral_district,32074536,320118558
electoral_district,32074536,32068540
electoral_district,32074536,320112555
electoral_district,32074536,32024525
electoral_district,32074536,32026531
electoral_district,32074536,32052537
electoral_district,32074536,32088598
electoral_district,32074536,320116572
electoral_district,32074536,32016518
electoral_district,32074536,32012515
electoral_district,32074536,32064563
electoral_district,32074536,320106556
electoral_district,32074536,32022559
electoral_district,32074536,32072535
electoral_district,32074536,32046535
electoral_district,32074536,32048543
electoral_district,32074536,320102567
electoral_district,32074536,32070534
electoral_district,32074536,32014506
electoral_district,32074536,32042520
electoral_district,32074536,32010504
electoral_district,32074536,32030514
electoral_district,32074536,32040532
electoral_district,32074536,32028513
electoral_district,32036517,32082550
electoral_district,32036517,32020509
electoral_district,32036517,32060540
electoral_district,32036517,320114556
electoral_district,32036517,32096560
electoral_district,32036517,32086542
electoral_district,32036517,32054526
electoral_district,32036517,32066558
electoral_district,32036517,32094556
electoral_district,32036517,32056527
electoral_district,32036517,32062530
electoral_district,32036517,32074536
electoral_district,32036517,32098548
electoral_district,32036517,32090544
electoral_district,32036517,320104561
electoral_district,32036517,32080539
electoral_district,32036517,32078549
electoral_district,32036517,32092559
electoral_district,32036517,32084553
electoral_district,32036517,32018508
electoral_district,32036517,32034516
electoral_district,32036517,32044534
electoral_district,32036517,32032536
electoral_district,32036517,320118558
electoral_district,32036517,32068540
electoral_district,32036517,320112555
electoral_district,32036517,32024525
electoral_district,32036517,32026531
electoral_district,32036517,32052537
electoral_district,32036517,32088598
electoral_district,32036517,320116572
electoral_district,32036517,32016518
electoral_district,32036517,32012515
electoral_district,32036517,32064563
electoral_district,32036517,320106556
electoral_district,32036517,32022559
electoral_district,32036517,32072535
electoral_district,32036517,32046535
electoral_district,32036517,32048543
electoral_district,32036517,320102567
electoral_district,32036517,32070534
electoral_district,32036517,32014506
electoral_district,32036517,32042520
electoral_district,32036517,32010504
electoral_district,32036517,32030514
electoral_district,32036517,32040532
electoral_district,32036517,32028513
electoral_district,32098548,32082550
electoral_district,32098548,32020509
electoral_district,32098548,32060540
electoral_district,32098548,320114556
electoral_district,32098548,32096560
electoral_district,32098548,32086542
electoral_district,32098548,32054526
electoral_district,32098548,32066558
electoral_district,32098548,32094556
electoral_district,32098548,32056527
electoral_district,32098548,32062530
electoral_district,32098548,32074536
electoral_district,32098548,32036517
electoral_district,32098548,32090544
electoral_district,32098548,320104561
electoral_district,32098548,32080539
electoral_district,32098548,32078549
electoral_district,32098548,32092559
electoral_district,32098548,32084553
electoral_district,32098548,32018508
electoral_district,32098548,32034516
electoral_district,32098548,32044534
electoral_district,32098548,32032536
electoral_district,32098548,320118558
electoral_district,32098548,32068540
electoral_district,32098548,320112555
electoral_district,32098548,32024525
electoral_district,32098548,32026531
electoral_district,32098548,32052537
electoral_district,32098548,32088598
electoral_district,32098548,320116572
electoral_district,32098548,32016518
electoral_district,32098548,32012515
electoral_district,32098548,32064563
electoral_district,32098548,320106556
electoral_district,32098548,32022559
electoral_district,32098548,32072535
electoral_district,32098548,32046535
electoral_district,32098548,32048543
electoral_district,32098548,320102567
electoral_district,32098548,32070534
electoral_district,32098548,32014506
electoral_district,32098548,32042520
electoral_district,32098548,32010504
electoral_district,32098548,32030514
electoral_district,32098548,32040532
electoral_district,32098548,32028513
electoral_district,32090544,32082550
electoral_district,32090544,32020509
electoral_district,32090544,32060540
electoral_district,32090544,320114556
electoral_district,32090544,32096560
electoral_district,32090544,32086542
electoral_district,32090544,32054526
electoral_district,32090544,32066558
electoral_district,32090544,32094556
electoral_district,32090544,32056527
electoral_district,32090544,32062530
electoral_district,32090544,32074536
electoral_district,32090544,32036517
electoral_district,32090544,32098548
electoral_district,32090544,320104561
electoral_district,32090544,32080539
electoral_district,32090544,32078549
electoral_district,32090544,32092559
electoral_district,32090544,32084553
electoral_district,32090544,32018508
electoral_district,32090544,32034516
electoral_district,32090544,32044534
electoral_district,32090544,32032536
electoral_district,32090544,320118558
electoral_district,32090544,32068540
electoral_district,32090544,320112555
electoral_district,32090544,32024525
electoral_district,32090544,32026531
electoral_district,32090544,32052537
electoral_district,32090544,32088598
electoral_district,32090544,320116572
electoral_district,32090544,32016518
electoral_district,32090544,32012515
electoral_district,32090544,32064563
electoral_district,32090544,320106556
electoral_district,32090544,32022559
electoral_district,32090544,32072535
electoral_district,32090544,32046535
electoral_district,32090544,32048543
electoral_district,32090544,320102567
electoral_district,32090544,32070534
electoral_district,32090544,32014506
electoral_district,32090544,32042520
electoral_district,32090544,32010504
electoral_district,32090544,32030514
electoral_district,32090544,32040532
electoral_district,32090544,32028513
electoral_district,320104561,32082550
electoral_district,320104561,32020509
electoral_district,320104561,32060540
electoral_district,320104561,320114556
electoral_district,320104561,32096560
electoral_district,320104561,32086542
electoral_district,320104561,32054526
electoral_district,320104561,32066558
electoral_district,320104561,32094556
electoral_district,320104561,32056527
electoral_district,320104561,32062530
electoral_district,320104561,32074536
electoral_district,320104561,32036517
electoral_district,320104561,32098548
electoral_district,320104561,32090544
electoral_district,320104561,32080539
electoral_district,320104561,32078549
electoral_district,320104561,32092559
electoral_district,320104561,32084553
electoral_district,320104561,32018508
electoral_district,320104561,32034516
electoral_district,320104561,32044534
electoral_district,320104561,32032536
electoral_district,320104561,320118558
electoral_district,320104561,32068540
electoral_district,320104561,320112555
electoral_district,320104561,32024525
electoral_district,320104561,32026531
electoral_district,320104561,32052537
electoral_district,320104561,32088598
electoral_district,320104561,320116572
electoral_district,320104561,32016518
electoral_district,320104561,32012515
electoral_district,320104561,32064563
electoral_district,320104561,320106556
electoral_district,320104561,32022559
electoral_district,320104561,32072535
electoral_district,320104561,32046535
electoral_district,320104561,32048543
electoral_district,320104561,320102567
electoral_district,320104561,32070534
electoral_district,320104561,32014506
electoral_district,320104561,32042520
electoral_district,320104561,32010504
electoral_district,320104561,32030514
electoral_district,320104561,32040532
electoral_district,320104561,32028513
electoral_district,32080539,32082550
electoral_district,32080539,32020509
electoral_district,32080539,32060540
electoral_district,32080539,320114556
electoral_district,32080539,32096560
electoral_district,32080539,32086542
electoral_district,32080539,32054526
electoral_district,32080539,32066558
electoral_district,32080539,32094556
electoral_district,32080539,32056527
electoral_district,32080539,32062530
electoral_district,32080539,32074536
electoral_district,32080539,32036517
electoral_district,32080539,32098548
electoral_district,32080539,32090544
electoral_district,32080539,320104561
electoral_district,32080539,32078549
electoral_district,32080539,32092559
electoral_district,32080539,32084553
electoral_district,32080539,32018508
electoral_district,32080539,32034516
electoral_district,32080539,32044534
electoral_district,32080539,32032536
electoral_district,32080539,320118558
electoral_district,32080539,32068540
electoral_district,32080539,320112555
electoral_district,32080539,32024525
electoral_district,32080539,32026531
electoral_district,32080539,32052537
electoral_district,32080539,32088598
electoral_district,32080539,320116572
electoral_district,32080539,32016518
electoral_district,32080539,32012515
electoral_district,32080539,32064563
electoral_district,32080539,320106556
electoral_district,32080539,32022559
electoral_district,32080539,32072535
electoral_district,32080539,32046535
electoral_district,32080539,32048543
electoral_district,32080539,320102567
electoral_district,32080539,32070534
electoral_district,32080539,32014506
electoral_district,32080539,32042520
electoral_district,32080539,32010504
electoral_district,32080539,32030514
electoral_district,32080539,32040532
electoral_district,32080539,32028513
electoral_district,32078549,32082550
electoral_district,32078549,32020509
electoral_district,32078549,32060540
electoral_district,32078549,320114556
electoral_district,32078549,32096560
electoral_district,32078549,32086542
electoral_district,32078549,32054526
electoral_district,32078549,32066558
electoral_district,32078549,32094556
electoral_district,32078549,32056527
electoral_district,32078549,32062530
electoral_district,32078549,32074536
electoral_district,32078549,32036517
electoral_district,32078549,32098548
electoral_district,32078549,32090544
electoral_district,32078549,320104561
electoral_district,32078549,32080539
electoral_district,32078549,32092559
electoral_district,32078549,32084553
electoral_district,32078549,32018508
electoral_district,32078549,32034516
electoral_district,32078549,32044534
electoral_district,32078549,32032536
electoral_district,32078549,320118558
electoral_district,32078549,32068540
electoral_district,32078549,320112555
electoral_district,32078549,32024525
electoral_district,32078549,32026531
electoral_district,32078549,32052537
electoral_district,32078549,32088598
electoral_district,32078549,320116572
electoral_district,32078549,32016518
electoral_district,32078549,32012515
electoral_district,32078549,32064563
electoral_district,32078549,320106556
electoral_district,32078549,32022559
electoral_district,32078549,32072535
electoral_district,32078549,32046535
electoral_district,32078549,32048543
electoral_district,32078549,320102567
electoral_district,32078549,32070534
electoral_district,32078549,32014506
electoral_district,32078549,32042520
electoral_district,32078549,32010504
electoral_district,32078549,32030514
electoral_district,32078549,32040532
electoral_district,32078549,32028513
electoral_district,32092559,32082550
electoral_district,32092559,32020509
electoral_district,32092559,32060540
electoral_district,32092559,320114556
electoral_district,32092559,32096560
electoral_district,32092559,32086542
electoral_district,32092559,32054526
electoral_district,32092559,32066558
electoral_district,32092559,32094556
electoral_district,32092559,32056527
electoral_district,32092559,32062530
electoral_district,32092559,32074536
electoral_district,32092559,32036517
electoral_district,32092559,32098548
electoral_district,32092559,32090544
electoral_district,32092559,320104561
electoral_district,32092559,32080539
electoral_district,32092559,32078549
electoral_district,32092559,32084553
electoral_district,32092559,32018508
electoral_district,32092559,32034516
electoral_district,32092559,32044534
electoral_district,32092559,32032536
electoral_district,32092559,320118558
electoral_district,32092559,32068540
electoral_district,32092559,320112555
electoral_district,32092559,32024525
electoral_district,32092559,32026531
electoral_district,32092559,32052537
electoral_district,32092559,32088598
electoral_district,32092559,320116572
electoral_district,32092559,32016518
electoral_district,32092559,32012515
electoral_district,32092559,32064563
electoral_district,32092559,320106556
electoral_district,32092559,32022559
electoral_district,32092559,32072535
electoral_district,32092559,32046535
electoral_district,32092559,32048543
electoral_district,32092559,320102567
electoral_district,32092559,32070534
electoral_district,32092559,32014506
electoral_district,32092559,32042520
