"referendum_id","custom_ballot_id","write_in","image_url","id"
"045000","","no","","04700001"
"045001","","no","","04700011"
"045002","","no","","04700021"
"","","no","","04700031"
"","","no","","04700041"
"","","no","","04700051"
"","","no","","04700061"
"","","no","","04700071"
"","","no","","04700081"
"","","no","","04700091"
"","","no","","04700101"
