"referendum_id","custom_ballot_id","write_in","image_url","id"
"485000","","no","","48700011"
"","","no","","48700001"
"","","no","","48700021"
"","","no","","48700031"
"","","no","","48700041"
"","","no","","48700051"
"","","no","","48700061"
"","","no","","48700071"
"","","no","","48700081"
"","","no","","48700091"
"","","no","","48700101"
"","","no","","48700111"
"","","no","","48700121"
"","","no","","48700131"
"","","no","","48700141"
"","","no","","48700151"
