"ballot_id","candidate_id","sort_order"
"391010001","391030001",""
"391010001","391030002",""
"391010001","391030003",""
"391010002","391030004",""
"391010002","391030005",""
"391010003","391030006",""
"391010003","391030007",""
"391010003","391030008",""
"391010004","391030009",""
"391010004","391030010",""
"391010004","391030011",""
"391010005","391030012",""
"391010005","391030013",""
"391010006","391030014",""
"391010006","391030015",""
"391010007","391030016",""
"391010007","391030017",""
