"ballot_id","candidate_id","sort_order"
"12700031","1260002",""
"12700031","1260005",""
"12700031","1260008",""
"12700041","1260007",""
"12700041","1260011",""
"12700051","1260000",""
"12700051","1260010",""
"12700061","1260001",""
"12700061","1260003",""
"12700061","1260004",""
"12700061","1260006",""
"12700061","1260009",""
