"name","party","candidate_url","biography","phone","photo_url","filed_mailing_address_location_name","filed_mailing_address_state","filed_mailing_address_line1","filed_mailing_address_line3","filed_mailing_address_line2","filed_mailing_address_zip","filed_mailing_address_city","email","sort_order","id"
"Bill Cassidy","Republican","","","","","","","","","","","","","2","2260000"
"Brannon Lee McMorris","Libertarian","","","","","","","","","","","","","6","2260001"
"Mary L. Landrieu","Democrat","","","","","","","","","","","","","4","2260002"
"Rob Maness","Republican","","","","","","","","","","","","","5","2260003"
"Thomas Clements","Republican","","","","","","","","","","","","","3","2260004"
"Vallian Senegal","Democrat","","","","","","","","","","","","","7","2260005"
"Wayne Ables","Democrat","","","","","","","","","","","","","1","2260006"
"William P. Waymire, Jr.","Democrat","","","","","","","","","","","","","8","2260007"
