"name","party","candidate_url","biography","phone","photo_url","filed_mailing_address_location_name","filed_mailing_address_state","filed_mailing_address_line1","filed_mailing_address_line3","filed_mailing_address_line2","filed_mailing_address_zip","filed_mailing_address_city","email","sort_order","id"
"PATRICK LUCAS","R","","","","","","WV","CABELL CO","","","","BARBOURSVILLE","","5283","54610005283"
"PATRICK SHAWN SMITH","L","","","","","","WV","BRAXTON CO","","","","GASSAWAY","","4979","54610004979"
"PATSY SAMUEL TRECOST II","D","","","","","","WV","HARRISON CO","","","","CLARKSBURG","","5210","54610005210"
"PAUL E MILLER","D","","","","","","WV","WOOD CO","","","","PARKERSBURG","","5305","54610005305"
"PAUL ESPINOSA","R","","","","","","WV","JEFFERSON CO","","","","CHARLES TOWN","","5266","54610005266"
"PEGGY DONALDSON SMITH","D","","","","","","WV","LEWIS CO","","","","WESTON","","5201","54610005201"
"PHIL HUDOK","C1","","","","","","WV","RANDOLPH CO","","","","HUTTONSVILLE","","4998","54610004998"
"PHIL MALLOW","R","","","","","","WV","MARION CO","","","","FAIRMONT","","5221","54610005221"
"PHILIP G. FERGUSON","D","","","","","","WV","BARBOUR CO","","","","BELINGTON","","5315","54610005315"
"PHILLIP D WAGNER","IND","","","","","","WV","BARBOUR CO","","","","PHILIPPI","","5316","54610005316"
"PHILLIP W DISERIO","D","","","","","","WV","BROOKE CO","","","","FOLLANSBEE","","5285","54610005285"
"PHOEBE HARLESS","D","","","","","","WV","LINCOLN CO","","","","GRIFFITHSVILLE","","5155","54610005155"
"RALPH RODIGHIERO","D","","","","","","WV","LOGAN CO","","","","LOGAN","","5307","54610005307"
"RANDY E. SMITH","R","","","","","","WV","PRESTON CO","","","","TERRA ALTA","","5242","54610005242"
"RANDY SWARTZMILLER","D","","","","","","WV","HANCOCK CO","","","","CHESTER","","5281","54610005281"
"RANDY TOMBLIN","R","","","","","","WV","WAYNE CO","","","","HUNTINGTON","","5090","54610005090"
"RAY CANTERBURY","R","","","","","","WV","GREENBRIER CO","","","","RONCEVERTE","","5183","54610005183"
"RHONDA STARN","D","","","","","","WV","MARION CO","","","","FAIRMONT","","5083","54610005083"
"RICHARD J. IAQUINTA","D","","","","","","WV","HARRISON CO","","","","CLARKSBURG","","5206","54610005206"
"RICK GARCIA","D","","","","","","WV","MARION CO","","","","FAIRMONT","","5096","54610005096"
"RICK HANDLEY","D","","","","","","WV","MASON CO","","","","POINT PLEASANT","","5077","54610005077"
"RICKY MOYE","D","","","","","","WV","RALEIGH CO","","","","CRAB ORCHARD","","5133","54610005133"
"ROBERT " BOB"  GUNNOE","R","","","","","","WV","WIRT CO","","","","ELIZABETH","","5271","54610005271"
"ROBERT "ROBIN" WILSON JR.","D","","","","","","WV","ROANE CO","","","","SPENCER","","5015","54610005015"
"ROBERT E. "BOB" PASLEY","D","","","","","","WV","WAYNE CO","","","","WAYNE","","5265","54610005265"
"ROBERT L.  KARNES","R","","","","","","WV","UPSHUR CO","","","","TALLMANSVILLE","","5029","54610005029"
"ROCKY FITZSIMMONS","D","","","","","","WV","OHIO CO","","","","WHEELING","","5011","54610005011"
"RODNEY COX","D","","","","","","WV","ROANE CO","","","","WALTON","","5228","54610005228"
"ROGER D LEATHERMAN","R","","","","","","WV","MINERAL CO","","","","NEW CREEK","","5109","54610005109"
"ROGER HANSHAW","R","","","","","","WV","CLAY CO","","","","WALLBACK","","5148","54610005148"
"RON MORRIS","R","","","","","","WV","MARSHALL CO","","","","GLEN DALE","","5296","54610005296"
"RON STOLLINGS","D","","","","","","WV","BOONE CO","","","","MADISON","","5022","54610005022"
"RON WALTERS","R","","","","","","WV","KANAWHA CO","","","","CROSS LANES","","5178","54610005178"
"RONALD F. "RON" MILLER","D","","","","","","WV","GREENBRIER CO","","","","LEWISBURG","","5027","54610005027"
"RONDA LEHMAN","D","","","","","","WV","JEFFERSON CO","","","","HARPERS FERRY","","5342","54610005342"
"RONNIE D. JONES","D","","","","","","WV","HANCOCK CO","","","","WEIRTON","","5282","54610005282"
"RONNIE TRAVIS","R","","","","","","WV","DODDRIDGE CO","","","","GREENWOOD","","5066","54610005066"
"ROY COPEN","D","","","","","","WV","WIRT CO","","","","ELIZABETH","","5272","54610005272"
"ROY G. COOPER","R","","","","","","WV","SUMMERS CO","","","","WAYSIDE","","5130","54610005130"
"ROY L. RAMEY","IND","","","","","","WV","CABELL CO","","","","LESAGE","","5322","54610005322"
"RUPERT "RUPIE" PHILLIPS JR.","D","","","","","","WV","LOGAN CO","","","","LOGAN","","5105","54610005105"
"RUSSELL LEE DESKINS","R","","","","","","WV","MINGO CO","","","","WILLIAMSON","","5092","54610005092"
"RUTH ROWAN","R","","","","","","WV","HAMPSHIRE CO","","","","POINTS","","5249","54610005249"
"RYAN FERNS","R","","","","","","WV","OHIO CO","","","","WHEELING","","5010","54610005010"
"RYAN W. WELD","R","","","","","","WV","BROOKE CO","","","","WELLSBURG","","5288","54610005288"
"SAIRA BLAIR","R","","","","","","WV","BERKELEY CO","","","","MARTINSBURG","","5251","54610005251"
"SALLY SHEPHERD","D","","","","","","WV","KANAWHA CO","","","","SISSONVILLE","","4985","54610004985"
"SCOTT CADLE","R","","","","","","WV","MASON CO","","","","LETART","","5065","54610005065"
"SCOTT VARNER ","D","","","","","","WV","MARSHALL CO","","","","MOUNDSVILLE","","5101","54610005101"
"SEAN HORNBUCKLE","D","","","","","","WV","CABELL CO","","","","HUNTINGTON","","5073","54610005073"
"SHAWN FLUHARTY","D","","","","","","WV","OHIO CO","","","","WHEELING","","5289","54610005289"
"SHELLEY MOORE CAPITO","R","","","","","","WV","KANAWHA CO","","","","CHARLESTON","","5003","54610005003"
"SHERMAN WILKINSON","R","","","","","","WV","BARBOUR CO","","","","PHILIPPI","","5317","54610005317"
"SHERRI WONG","D","","","","","","WV","KANAWHA CO","","","","CHARLESTON","","5308","54610005308"
"STACEY "HUKILL" WISE","D","","","","","","WV","BROOKE CO","","","","FOLLANSBEE","","5056","54610005056"
"STACY ANN DUGAN","D","","","","","","WV","MORGAN CO","","","","BERKELEY SPRINGS","","5127","54610005127"
"STAN SHAVER","D","","","","","","WV","PRESTON CO","","","","TUNNELTON","","5035","54610005035"
"STEPHEN "STEVE" ANDES","R","","","","","","WV","PUTNAM CO","","","","HURRICANE","","5208","54610005208"
"STEPHEN SKINNER","D","","","","","","WV","JEFFERSON CO","","","","SHENANDOAH JCT.","","5269","54610005269"
"STEVE MARCUM","R","","","","","","WV","WAYNE CO","","","","KENOVA","","5087","54610005087"
"STEVE TRITAPOE","NONP","","","","","","WV","POCAHONTAS CO","","","","MARLINTON","","5324","54610005324"
"STEVE WESTFALL","R","","","","","","WV","JACKSON CO","","","","RIPLEY","","5064","54610005064"
"STEVEN L. DAVIS","R","","","","","","WV","HARDY CO","","","","MOOREFIELD","","5244","54610005244"
"STEVIE THAXTON","R","","","","","","WV","KANAWHA CO","","","","SO. CHARLESTON","","5169","54610005169"
"SUE CLINE","R","","","","","","WV","WYOMING CO","","","","BRENTON","","5115","54610005115"
"TAMULA "TAMMY" STEMPLE","D","","","","","","WV","BARBOUR CO","","","","PHILIPPI","","5202","54610005202"
"TERESA D. (HALL) MAYNARD","D","","","","","","WV","MINGO CO","","","","NAUGATUCK","","5112","54610005112"
"TERRY A. UTTERBACK","D","","","","","","WV","MONROE CO","","","","PETERSTOWN","","5122","54610005122"
"TERRY B CUTRIGHT","R","","","","","","WV","UPSHUR CO","","","","BUCKHANNON","","5238","54610005238"
"TERRY BASHAM","D","","","","","","WV","MERCER CO","","","","ROCK","","5108","54610005108"
"THERESA "TERRY" WAXMAN","R","","","","","","WV","HARRISON CO","","","","BRIDGEPORT","","5212","54610005212"
"THORNTON COOPER","D","","","","","","WV","KANAWHA CO","","","","SO. CHARLESTON","","5158","54610005158"
"TIFFANY LAWRENCE","D","","","","","","WV","JEFFERSON CO","","","","RANSON","","5263","54610005263"
"TIGHE BULLOCK","M","","","","","","WV","FAYETTE CO","","","","THURMOND","","5140","54610005140"
"TIM ARMSTEAD","R","","","","","","WV","KANAWHA CO","","","","ELKVIEW","","5179","54610005179"
"TIM MANCHIN","D","","","","","","WV","MARION CO","","","","FAIRMONT","","5223","54610005223"
"TIM MCCORMICK","D","","","","","","WV","OHIO CO","","","","WHEELING","","5166","54610005166"
"TIM MCDANIEL","R","","","","","","WV","BARBOUR CO","","","","PHILIPPI","","5044","54610005044"
"TIM MILEY","D","","","","","","WV","HARRISON CO","","","","BRIDGEPORT","","5207","54610005207"
"TIM R. BERRY","D","","","","","","WV","RALEIGH CO","","","","BECKLEY","","5214","54610005214"
"TOM FAST","R","","","","","","WV","FAYETTE CO","","","","FAYETTEVILLE","","5141","54610005141"
"TOM LOUISOS","IND","","","","","","WV","FAYETTE CO","","","","OAK HILL","","5313","54610005313"
"TOM TAKUBO","R","","","","","","WV","KANAWHA CO","","","","SO. CHARLESTON","","5042","54610005042"
"TRACIE D. MCDONALD","R","","","","","","WV","RITCHIE CO","","","","SMITHVILLE","","5222","54610005222"
"TYLER MORLAN","R","","","","","","WV","BRAXTON CO","","","","GASSAWAY","","5331","54610005331"
"VAUGHN T. SIZEMORE","R","","","","","","WV","KANAWHA CO","","","","SO. CHARLESTON","","5168","54610005168"
"VICKI COLE","D","","","","","","WV","PRESTON CO","","","","TUNNELTON","","5200","54610005200"
"VICKI DUNN-MARSHALL","R","","","","","","WV","CABELL CO","","","","BARBOURSVILLE","","5017","54610005017"
"WALTER E. DUKE","R","","","","","","WV","BERKELEY CO","","","","MARTINSBURG","","5258","54610005258"
"WILLIAM    S BEARD       JR.","D","","","","","","WV","POCAHONTAS CO","","","","HILLSBORO","","5196","54610005196"
"WILLIAM "BILL"  BURDICK","R","","","","","","WV","MARION CO","","","","FAIRMONT","","5091","54610005091"
"WILLIAM "BILL" DUTY","N","","","","","","WV","MINGO CO","","","","DELBARTON","","5320","54610005320"
"WILLIAM (BILL) NORRIS","D","","","","","","WV","BERKELEY CO","","","","INWOOD","","5046","54610005046"
"WILLIAM F. HUGHES","R","","","","","","WV","FAYETTE CO","","","","PAX","","5143","54610005143"
"WILLIE D. AKERS, JR","D","","","","","","WV","LOGAN CO","","","","LOGAN","","5157","54610005157"
"WILLILAM E. (BILL) MILLER","R","","","","","","WV","MONROE CO","","","","PETERSTOWN","","2894","54610002894"
"WM. ROGER ROMINE","R","","","","","","WV","TYLER CO","","","","SISTERSVILLE","","5052","54610005052"
