"address_location_name","address_line1","address_line2","address_line3","address_city","address_state","address_zip","directions","polling_hours","photo_url","id"
"Ebenezer Baptist Church","13020 Telegraph Road","","","Woodbridge","VA","22192","","6:00 AM - 7:00 PM","","80199"
"RIDGEWAY LIBRARY","900 Vista View Ln","","","RIDGEWAY","VA","24148","MEETING ROOM","6:00 AM - 7:00 PM","","80200"
"ZION UNITED METHODIST CHURCH","1674 Zion Rd","","","Troy","VA","229743206","","6:00 AM - 7:00 PM","","80201"
"BRISTOW RUN ELEMENTARY SCHOOL","8990 Worthington Dr","","","Bristow","VA","201365701","","6:00 AM - 7:00 PM","","80202"
"HANOVER PARKS & REC/MONTPELIER","17205 MOUNTAIN ROAD","","","MONTPELIER","VA","23192","","6:00 AM - 7:00 PM","","80203"
"CLARKE COUNTY RECREATION CENTER","225 Al Smith Cir","","","Berryville","VA","226113509","Meeting Room","6:00 AM - 7:00 PM","","80204"
"COOL BRANCH RESCUE SQUAD","3060 SMITH MOUNTAIN RD","","","PENHOOK","VA","24137","","6:00 AM - 7:00 PM","","80205"
"SWANS CREEK ELEMENTARY SCHOOL","17700 Wayside Drive","","","DUMFRIES","VA","22026","","6:00 AM - 7:00 PM","","80206"
"BEL AIR ELEMENTARY SCHOOL","14151 Ferndale Rd","","","Woodbridge","VA","221932103","","6:00 AM - 7:00 PM","","80207"
"VICTORY ELEMENTARY SCHOOL","12001 Tygart Lake Dr","","","Bristow","VA","201366120","","6:00 AM - 7:00 PM","","80208"
"AMERICAN LEGION POST #128","636 Madison Rd","","","STANARDSVILLE","VA","22973","","6:00 AM - 7:00 PM","","80209"
"DAN RIVER HIGH SCHOOL","100 D R Wildcat Cir","","","Ringgold","VA","245865100","","6:00 AM - 7:00 PM","","80210"
"CEDAR BLUFF BAPTIST CHURCH","24822 Lee Hwy","","","Buchanan","VA","240664344","","6:00 AM - 7:00 PM","","80211"
"Mechanicsville Library","7461 Sherwood Crossing Pl","","","Mechanicsville","VA","23111","","6:00 AM - 7:00 PM","","80212"
"POTOMAC VIEW ELEMENTARY SCHOOL","14601 Lamar Rd","","","Woodbridge","VA","221912918","LIBRARY/CAFETERIA","6:00 AM - 7:00 PM","","80213"
"University Mary Washington - Stafford","121 UNIVERSITY BLVD","BLDG 125","","Stafford","VA","22406","BLDG 125","6:00 AM - 7:00 PM","","80214"
"CRADOCK MIDDLE SCHOOL","21 Alden Ave","","","Portsmouth","VA","237022268","","6:00 AM - 7:00 PM","","80215"
"SALVATION ARMY BUILDING","123 Henry St","","","Danville","VA","24540","","6:00 AM - 7:00 PM","","80216"
"Piovano Building","350 Spotswood Drive","","","Lexington","VA","244502441","","6:00 AM - 7:00 PM","","80217"
"TREVILIANS VOLUNTEER FIRE DEPT","737 Firehouse Dr","","","Louisa","VA","230935805","","6:00 AM - 7:00 PM","","80218"
"HONAKER HIGH SCHOOL","1795 Thompson Creek Rd","","","Honaker","VA","242602523","","6:00 AM - 7:00 PM","","80219"
"HARBOUR INN","1417 WASHINGTON DR","","","STAFFORD","VA","22554","","6:00 AM - 7:00 PM","","80220"
"UFCM Church - Auxiliary Bldg","60 Susa Dr (Unit 111)","","","Stafford","VA","22554","","6:00 AM - 7:00 PM","","80221"
"GOOCHLAND RECREATION CENTER","2415 Sandy Hook Rd","","","Goochland","VA","230632509","","6:00 AM - 7:00 PM","","80222"
"ASHLAND LIBRARY","201 S Railroad Ave","","","Ashland","VA","230052081","","6:00 AM - 7:00 PM","","80223"
"GROVE BAPTIST CHURCH","5910 West Norfolk Rd","","","Portsmouth","VA","237033327","","6:00 AM - 7:00 PM","","80224"
"BLUE RIDGE VOLUNTEER FIRE HALL","131 Retreat Rd","","","Bluemont","VA","201354642","","6:00 AM - 7:00 PM","","80225"
"OAK KNOLL MIDDLE SCHOOL","10295 CHAMBERLAYNE ROAD","","","Mechanicsville","VA","23116","","6:00 AM - 7:00 PM","","80226"
"KENTS STORE A R C BUILDING","111 Kents Store Way","","","Kents Store","VA","230842293","","6:00 AM - 7:00 PM","","80227"
"LORD BOTETOURT HIGH SCHOOL","1435 Roanoke Rd","","","Daleville","VA","240832913","Lobby","6:00 AM - 7:00 PM","","80228"
"TREVILIANS ELEMENTARY SCHOOL","2035 South Spotswood Trail","","","Louisa","VA","23093","Gym","6:00 AM - 7:00 PM","","80229"
"GRETNA ELEMENTARY SCHOOL","302 FRANKLIN BLVD S","","","GRETNA","VA","24557","","6:00 AM - 7:00 PM","","80230"
"AQUIA HARBOUR COUNTRY CLUB","204 Bow Cv","","","Stafford","VA","225542313","","6:00 AM - 7:00 PM","","80231"
"ROCKVILLE LIBRARY","16600 POUNCEY TRACT RD","","","Rockville","VA","23146","","6:00 AM - 7:00 PM","","80232"
"CENTENARY UNITED METHODIST CHURCH","12247 S Constitution Rte","","","Scottsville","VA","24590","Fellowship Hall","6:00 AM - 7:00 PM","","80233"
"JAMES J MCCOART BUILDING","1 County Complex Ct","","","Woodbridge","VA","221929201","ATRIUM","6:00 AM - 7:00 PM","","80234"
"JAMES RIVER HIGH SCHOOL","9906 Springwood Rd","","","Buchanan","VA","240664066","","6:00 AM - 7:00 PM","","80235"
"MINNIEVILLE ELEMENTARY SCHOOL","13639 Greenwood Dr","","","Woodbridge","VA","221932541","","6:00 AM - 7:00 PM","","80236"
"SCOTTISH RITE TEMPLE","3401 Cedar Ln","","","Portsmouth","VA","237033801","","6:00 AM - 7:00 PM","","80237"
"BETHANY BAPTIST CHURCH","4810 Portsmouth Blvd","","","Portsmouth","VA","237012302","","6:00 AM - 7:00 PM","","80238"
"RISING SUN BAPTIST CHURCH","6829 Fredericks Hall Rd","","","Mineral","VA","231174311","","6:00 AM - 7:00 PM","","80239"
"BUCHANAN ELEMENTARY SCHOOL","255 SCHOOLHOUSE RD","","","Buchanan","VA","24066","Gym/Cafeteria","6:00 AM - 7:00 PM","","80240"
"Potomac Crest Baptist Church","15418 Cardinal Drive","","","Woodbridge","VA","22193","","6:00 AM - 7:00 PM","","80241"
"VICTORY LIFE FELLOWSHIP","24 Channing Ave","","","Portsmouth","VA","237022706","","6:00 AM - 7:00 PM","","80242"
"CEDAR POINT ELEMENTARY SCHOOL","12601 Braemar Pkwy","","","Bristow","VA","201363079","","6:00 AM - 7:00 PM","","80243"
"KATIE'S INC STORE","15473 Franklin Tpke","","","Dry Fork","VA","245493623","","6:00 AM - 7:00 PM","","80244"
"GROVE PARK SCHOOL","1070 S Main St","","","Danville","VA","245414004","","6:00 AM - 7:00 PM","","80245"
"MT HERMON COURTYARD","2725 Franklin Turnpike","","","Danville","VA","24540","","6:00 AM - 7:00 PM","","80246"
"BATTLEFIELD ELEM SCHOOL","5501 Mechanicsville Tpke","","","Mechanicsville","VA","231116400","","6:00 AM - 7:00 PM","","80247"
"River Oaks Elementary School","16950 McGuffeys Trail","","","Woodbridge","VA","22191","","6:00 AM - 7:00 PM","","80248"
"LOCUST GROVE PRIMARY SCHOOL","31230 Constitution Hwy","","","Locust Grove","VA","22508","","6:00 AM - 7:00 PM","","80249"
"Clifton Forge Armory","724 Commercial Avenue","","","Clifton Forge","VA","24422","","6:00 AM - 7:00 PM","","80250"
"DRYDEN PRIMARY SCHOOL","ALT 58","","","Dryden","VA","24244","","6:00 AM - 7:00 PM","","80251"
"FINCASTLE BAPTIST CHURCH","7330 ROANOKE RD","","","Fincastle","VA","240903462","","6:00 AM - 7:00 PM","","80252"
"SIGNAL HILL ELEMENTARY SCHOOL","9553 Birmingham Drive","","","Manassas","VA","20111","","6:00 AM - 7:00 PM","","80253"
"RODNEY THOMPSON MIDDLE SCHOOL","75 Walpole St","","","Stafford","VA","225546574","","6:00 AM - 7:00 PM","","80254"
"PALMYRA FIREHOUSE","14567 James Madison Highway","","","PALMYRA","VA","22963","","6:00 AM - 7:00 PM","","80255"
"OAK LEVEL RURITAN BLDG","7668 Oak Level Rd","","","Bassett","VA","240554742","","6:00 AM - 7:00 PM","","80256"
"GEORGE WYTHE HIGH SCHOOL","1 MAROON WAY","","","Wytheville","VA","243821366","","6:00 AM - 7:00 PM","","80257"
"BREAKS COMMUNTIY CENTER","1028 CROW PASS RD","","","BREAKS","VA","24607","","6:00 AM - 7:00 PM","","80258"
"VAUGHAN CIVIC LEAGUE BUILDING","2040 IVANHOE ROAD","","","FRIES","VA","24330","","6:00 AM - 7:00 PM","","80259"
"EAGLE ROCK ELEMENTARY SCHOOL","145 Eagles Nest Dr","","","Eagle Rock","VA","240853403","Gym/Cafeteria","6:00 AM - 7:00 PM","","80260"
"SHEFFEY ELEMENTARY SCHOOL","621 Sheffey School Rd","","","Wytheville","VA","243825479","","6:00 AM - 7:00 PM","","80261"
"FOREST HILLS ELEMENTARY SCHOOL","155 Mountain View Ave","","","Danville","VA","245413615","","6:00 AM - 7:00 PM","","80262"
"OCCOQUAN ELEMENTARY SCHOOL","12915 Occoquan Rd","","","Woodbridge","VA","221922808","LIBRARY","6:00 AM - 7:00 PM","","80263"
"MARSTELLER MIDDLE SCHOOL","14000 Sudley Manor Dr","","","Bristow","VA","201362572","","6:00 AM - 7:00 PM","","80264"
"CHURCHLAND MIDDLE SCHOOL","4051 River Shore Rd","","","Portsmouth","VA","237032001","","6:00 AM - 7:00 PM","","80265"
"FORWARD CHURCH","3915 Turnpike Rd","","","Portsmouth","VA","237012937","","6:00 AM - 7:00 PM","","80266"
"LITTLE CREEK VOLUNTEER FD","10157 Little Creek Hwy","","","Dublin","VA","240847408","","6:00 AM - 7:00 PM","","80267"
"EASTERN HANOVER FIRE STATION","4428 Mechanicsville Tpke","","","Mechanicsville","VA","231116401","","6:00 AM - 7:00 PM","","80268"
"LAKE OF THE WOODS CLUBHOUSE","102 Lakeview Pkwy","","","Locust Grove","VA","22508","","6:00 AM - 7:00 PM","","80269"
"BRECKINRIDGE ELEMENTARY SCHOOL","331 Springwood Rd","","","Fincastle","VA","240903700","Gym","6:00 AM - 7:00 PM","","80270"
"BOYCE VOLUNTEER FIRE DEPT.","7 Greenway Ave S","","","Boyce","VA","226209736","","6:00 AM - 7:00 PM","","80271"
"FANNIE W. FITZGERALD ELEMENTARY SCHOOL","15500 Benita Fitzgerald Drive","","","Woodbridge","VA","22193","","6:00 AM - 7:00 PM","","80272"
"RIVER SHORE BAPTIST CHURCH","4501 RIVER SHORE ROAD","","","PORTSMOUTH","VA","23703","","6:00 AM - 7:00 PM","","80273"
"CLIMAX RURITAN CLUB","4186 Climax Rd","","","Chatham","VA","245314782","","6:00 AM - 7:00 PM","","80274"
"FIGSBORO SCHOOL","340 Ridgedale Dr","","","Martinsville","VA","241128287","","6:00 AM - 7:00 PM","","80275"
"CHATHAM ELEMENTARY SCHOOL","245 Chatham Elementary Ln","","","Chatham","VA","245312512","","6:00 AM - 7:00 PM","","80276"
"HURLEY HIGH SCHOOL","6339 Hurley Rd","","","Hurley","VA","24620","Hall","6:00 AM - 7:00 PM","","80277"
"CARROLL COUNTY HIGH SCHOOL","100 CAVS LN","","","HILLSVILLE","VA","243431669","CAFETERIA","6:00 AM - 7:00 PM","","80278"
"DREW MIDDLE SCHOOL","501 Cambridge St","","","Fredericksburg","VA","224051421","","6:00 AM - 7:00 PM","","80279"
"COMMUNITY BUILDING","157 Roanoke Ave","","","Colonial Heights","VA","238343244","","6:00 AM - 7:00 PM","","80280"
"MASONIC LODGE","12262 S Constitution Rte","","","Scottsville","VA","24590","","6:00 AM - 7:00 PM","","80281"
"GLENMORE FIRE STATION","179 Firehouse Rd","","","Buckingham","VA","239212525","","6:00 AM - 7:00 PM","","80282"
"ARVONIA FIREMANS BUILDING","46 Boxwood Dr","","","Arvonia","VA","230042017","","6:00 AM - 7:00 PM","","80283"
"VFW BUILDING","2327 Old Chatham Rd","","","Martinsville","VA","241126584","","6:00 AM - 7:00 PM","","80284"
"KING ELEMENTARY SCHOOL","13224 Nickleson Dr","","","Woodbridge","VA","221934123","","6:00 AM - 7:00 PM","","80285"
"WOODBERRY HILLS SCHOOL","614 Audubon Dr","","","Danville","VA","245403338","","6:00 AM - 7:00 PM","","80286"
"PARK AVENUE ELEMENTARY SCHOOL","661 Park Ave","","","Danville","VA","245414623","","6:00 AM - 7:00 PM","","80287"
"ELYDALE ELEMENTARY SCHOOL","US 58","","","Ewing","VA","24248","","6:00 AM - 7:00 PM","","80288"
"West Gate Elementary School","8031 Urbanna Road","","","Manassas","VA","20109","","6:00 AM - 7:00 PM","","80289"
"POLE GREEN ELEMENTARY SCHOOL","8993 Pole Green Park Ln","","","Mechanicsville","VA","231165405","","6:00 AM - 7:00 PM","","80290"
"TWIN SPRINGS ELEM SCHOOL","100 Twin Springs Elementary Cir","","","Danville","VA","245406097","","6:00 AM - 7:00 PM","","80291"
"FERRY FARM ELEMENTARY SCHOOL","20 Pendleton Rd","","","Fredericksburg","VA","224053041","","6:00 AM - 7:00 PM","","80292"
"MT CROSS FIRE STATION","4812 Mount Cross Rd","","","Danville","VA","245405330","","6:00 AM - 7:00 PM","","80293"
"FOREST PARK HIGH SCHOOL","15721 FOREST PARK DRIVE","","","WOODBRIDGE","VA","22193","","6:00 AM - 7:00 PM","","80294"
"CHESTNUT GROVE BAPTIST CHURCH","2490 Chestnut Grove Church Rd","","","Appomattox","VA","24522","","6:00 AM - 7:00 PM","","80295"
"LAUREL MEADOW ELEMENTARY SCHOOL","8248 LEE DAVIS RD","","","MECHANICSVILLE","VA","23111","","6:00 AM - 7:00 PM","","80296"
"FLATWOODS PRIMARY SCHOOL","ST RD 661","","","Jonesville","VA","24263","","6:00 AM - 7:00 PM","","80297"
"WILLETT HALL","3701 Willett Dr","","","Portsmouth","VA","237071201","","6:00 AM - 7:00 PM","","80298"
"ROCKY GAP METHODIST CHURCH FELLOWSHIP HALL","12560 North Scenic Highway","","","Rocky Gap","VA","24366","","6:00 AM - 7:00 PM","","80299"
"RURAL POINT ELEM SCHOOL","7161 Studley Rd","","","Mechanicsville","VA","231166514","","6:00 AM - 7:00 PM","","80300"
"SOUTHSIDE ELEMENTARY SCHOOL","440 E Witt Rd","","","Blairs","VA","245272442","","6:00 AM - 7:00 PM","","80301"
"KEELING VOL FIRE DEPARTMENT","2133 Oak Grove Rd","","","Keeling","VA","245663151","","6:00 AM - 7:00 PM","","80302"
"STANLEYTOWN ELEM SCHOOL","74 Edgewood Dr","","","Stanleytown","VA","241683001","","6:00 AM - 7:00 PM","","80303"
"MULLEN ELEMENTARY SCHOOL","8000 Rodes Dr","","","Manassas","VA","201097786","LIBRARY/CAFETERIA","6:00 AM - 7:00 PM","","80304"
"LYNN MIDDLE SCHOOL","1650 Prince William Pkwy","","","Woodbridge","VA","221912044","","6:00 AM - 7:00 PM","","80305"
"GODWIN MIDDLE SCHOOL","14800 Darbydale Ave","","","Woodbridge","VA","221932763","","6:00 AM - 7:00 PM","","80306"
"STONY MILL ELEMENTARY SCHOOL","100 Stony Mill Elementary Cir","","","Danville","VA","245418176","","6:00 AM - 7:00 PM","","80307"
"ST CHARLES ELEM SCHOOL","2434 SAINT CHARLES ROAD","","","SAINT CHARLES","VA","24282","","6:00 AM - 7:00 PM","","80308"
"Colonial Elementary School","2941 Webster Rd","","","Blue Ridge","VA","240641928","Gym","6:00 AM - 7:00 PM","","80309"
"RUCKERSVILLE ELEMENTARY SCHOOL","105 Progress Place","","","Ruckersville","VA","22968","","6:00 AM - 7:00 PM","","80310"
"WOODLAWN SCHOOL","745 WOODLAWN RD","","","WOODLAWN","VA","24381","CAFETERIA","6:00 AM - 7:00 PM","","80311"
"PINECREST BAPTIST CHURCH","209 Felton Rd","","","Portsmouth","VA","237011401","","6:00 AM - 7:00 PM","","80312"
"Squires Student Center - E3","290 College Avenue","","","Blacksburg","VA","24061","","6:00 AM - 7:00 PM","","80313"
"J M BEVINS ELEM SCHOOL","8668 SLATE CREEK RD","","","GRUNDY","VA","24614","HALL","6:00 AM - 7:00 PM","","80314"
"HYLTON HIGH SCHOOL","14051 Spriggs Road","","","Woodbridge","VA","22193","","6:00 AM - 7:00 PM","","80315"
"MVL CLUB","2485 NORTH FORK ROAD","","","MARTINSVILLE","VA","24112","","6:00 AM - 7:00 PM","","80316"
"BEVILLE MIDDLE SCHOOL","4901 Dale Boulevard","","","Woodbridge","VA","22193","","6:00 AM - 7:00 PM","","80317"
"BLACKWATER FIRE DEPARTMENT","RD 604","","","Blackwater","VA","24221","","6:00 AM - 7:00 PM","","80318"
"COLLINSVILLE PRIMARY SCHOOL","15 Primary School Rd","","","Collinsville","VA","240781104","","6:00 AM - 7:00 PM","","80319"
"WOODBRIDGE HIGH SCHOOL","3001 Old Bridge Rd","","","Woodbridge","VA","221923221","","6:00 AM - 7:00 PM","","80320"
"DALE CITY ELEMENTARY SCHOOL","14450 Brook Dr","","","Woodbridge","VA","221931430","","6:00 AM - 7:00 PM","","80321"
"AXTON ELEMENTARY SCHOOL","1500 A L Philpott Hwy","","","Axton","VA","240541992","","6:00 AM - 7:00 PM","","80322"
"PATRICK HENRY HIGH SCHOOL","12449 W Patrick Henry Rd","","","Ashland","VA","230053152","","6:00 AM - 7:00 PM","","80323"
"BATTLEFIELD HIGH SCHOOL","15000 Graduation Dr","","","Haymarket","VA","201692576","","6:00 AM - 7:00 PM","","80324"
"Doswell Ruritan Club","16433 Washington Hwy","","","Doswell","VA","23047","","6:00 AM - 7:00 PM","","80325"
"MT. HERMON VILLAGE","2400 Cutherell St","","","Portsmouth","VA","237073645","","6:00 AM - 7:00 PM","","80326"
"BLAIRS VOL FIRE & RESCUE","7100 U S Highway 29","","","Blairs","VA","245272802","","6:00 AM - 7:00 PM","","80327"
"COMMUNITY CENTER","201 PARK AVENUE NE","","","NORTON","VA","24273","","6:00 AM - 7:00 PM","","80328"
"SUPERVISORS MEETING ROOM","171 Price Lane","","","Appomattox ","VA","24522","","6:00 AM - 7:00 PM","","80329"
"TROUTVILLE ELEMENTARY SCHOOL","12 Barron Dr","","","Troutville","VA","241755914","","6:00 AM - 7:00 PM","","80330"
"LUTHERAN PRESBYTERIAN FELLOWSHIP HALL","685 Main Street","","","Bland","VA","24315","","6:00 AM - 7:00 PM","","80331"
"DRY FORK VOL FIRE DEPT","4860 Dry Fork Rd","","","Dry Fork","VA","245494250","","6:00 AM - 7:00 PM","","80332"
"Bull Run Regional Library","8051 Ashton Ave","","","Manassas","VA","20109","","6:00 AM - 7:00 PM","","80333"
"JASPER VOL FIRE DEPT BUILDING","25700 US HIGHWAY 23","","","BIG STONE GAP","VA","24219","","6:00 AM - 7:00 PM","","80334"
"MAX MEADOWS RURITAN CLUB","106 CLARK AVE","","","MAX MEADOWS","VA","243604015","","6:00 AM - 7:00 PM","","80335"
"DYKE FIRE STATION","9144 Dyke Rd","","","Dyke","VA","22935","","6:00 AM - 7:00 PM","","80336"
"COUNTY AGRICULTURAL CENTER","54 Adminstration Ln","","","Buckingham","VA","23921","","6:00 AM - 7:00 PM","","80337"
"CHERITON UNITED METHODIST FELLOWSHIP HALL","21309 SOUTH BAYSIDE RD","","","CHERITON","VA","23316","FELLOWSHIP HALL","6:00 AM - 7:00 PM","","80338"
"BELMONT ELEMENTARY SCHOOL","751 Norwood Ln","","","Woodbridge","VA","221911340","","6:00 AM - 7:00 PM","","80339"
"GRACE CHINESE BAPTIST CHURCH","850 Broad Street Rd","","","Manakin Sabot","VA","23103","","6:00 AM - 7:00 PM","","80340"
"YANCEYVILLE CHRISTIAN CHURCH","594 Yanceyville Rd","","","Louisa","VA","230936306","","6:00 AM - 7:00 PM","","80341"
"POTOMAC BRANCH LIBRARY","2201 Opitz Blvd","","","Woodbridge","VA","221913309","COMMUNITY ROOM","6:00 AM - 7:00 PM","","80342"
"FANCY GAP ELEMENTARY SCHOOL","63 WINDING RIDGE RD","","","FANCY GAP","VA","24328","GYMNASIUM","6:00 AM - 7:00 PM","","80343"
"JOSEPH B VANPELT ELEMENTARY SCHOOL","200 Spring Hill Ter","","","Bristol","VA","242011800","Gym","6:00 AM - 7:00 PM","","80344"
"FIRST FREE WILL CHURCH ACTIVITY BLDG.","1741 EUCLID AVE.","","","BRISTOL","VA","24201","ACTIVITY BLDG.","6:00 AM - 7:00 PM","","80345"
"WILLIAM E. WATERS MIDDLE SCHOOL","600 Roosevelt Blvd","","","Portsmouth","VA","237014021","","6:00 AM - 7:00 PM","","80346"
"KERRYDALE ELEMENTARY SCHOOL","13199 Kerrydale Rd","","","Woodbridge","VA","221935015","","6:00 AM - 7:00 PM","","80347"
"MILL CREEK BAPTIST CHURCH","11475 LEE HWY","","","FINCASTLE","VA","24090","","6:00 AM - 7:00 PM","","80348"
"First Mount Zion Baptist Church","16622 Dumfries Road","","","Dumfries","VA","22025","","6:00 AM - 7:00 PM","","80349"
"GLADE SPRING MIDDLE SCHOOL","33474 Stagecoach Rd","","","Glade Spring","VA","243405154","","6:00 AM - 7:00 PM","","80350"
"Sudley United Methodist Church","5308 Sudley Rd","","","Manassas","VA","20109","","6:00 AM - 7:00 PM","","80351"
"CENTRAL VIRGINIA ASSEMBLY OF GOD CHURCH","5052 Cross County Road","","","Mineral","VA","23117","Fellowship Hall","6:00 AM - 7:00 PM","","80352"
"GAINESVILLE MIDDLE SCHOOL","8001 Limestone Drive","","","Gainesville","VA","20155","","6:00 AM - 7:00 PM","","80353"
"HAMPTON ROADS COMMUNITY HEALTH CENTER","664 Lincoln St","","","Portsmouth","VA","237044818","","6:00 AM - 7:00 PM","","80354"
"F-C MIDDLE SCHOOL - ENTRANCE B","645 Miles Rd","","","Collinsville","VA","240782453","","6:00 AM - 7:00 PM","","80355"
"ASHLAND ELEMENTARY SCHOOL","15300 Bowmans Folly Drive","","","Manassas","VA","20112","","6:00 AM - 7:00 PM","","80356"
"MECHANICSBURG COMMUNITY BUILDING","15 Osborne Drive","","","Bland","VA","24315","","6:00 AM - 7:00 PM","","80357"
"FAIRFAX PRESBYTERIAN CHURCH","10723 Main St","","","Fairfax","VA","220306905","","6:00 AM - 7:00 PM","","80358"
"STONEWALL RECREATION CENTER","126 Bradley Rd","","","Danville","VA","245403841","","6:00 AM - 7:00 PM","","80359"
"LIGHTFOOT ELEMENTARY SCHOOL","11360 Zachary Taylor Hwy","","","Unionville","VA","22567","","6:00 AM - 7:00 PM","","80360"
"LAUREL ELEMENTARY SCHOOL","26 PLEASANT VIEW RD","","","AUSTINVILLE","VA","24312","GYMNASIUM","6:00 AM - 7:00 PM","","80361"
"BUCKLAND MILLS ELEM SCHOOL","10511 Wharfdale Pl","","","Gainesville","VA","201554871","","6:00 AM - 7:00 PM","","80362"
"BLAND COUNTY SCHOOL BOARD","361 Bears Trl","","","Bastian","VA","243145005","","6:00 AM - 7:00 PM","","80363"
"LAKE OF THE WOODS COMMUNITY CENTER","110 Sweetbriar Park Rd.","","","Locust Grove","VA","22508","","6:00 AM - 7:00 PM","","80364"
"SPEEDWELL FIRE DEPARTMENT","6631 Grayson Tpke","","","Speedwell","VA","243743039","","6:00 AM - 7:00 PM","","80365"
"Eagles Lodge","21 COOL SPRING RD","","","Fredericksburg","VA","22405","","6:00 AM - 7:00 PM","","80366"
"Rainbow Forest Bapt Church-Youth Ctr","1338 Rainbow Forest Drive","","","Troutville","VA","24175","","6:00 AM - 7:00 PM","","80367"
"POTOMAC SENIOR HIGH SCHOOL","3401 PANTHER PRIDE DRIVE","","","DUMFRIES","VA","22026","","6:00 AM - 7:00 PM","","80368"
"CHICKAHOMINY MIDDLE SCHOOL","9450 Atlee Station Rd","","","Mechanicsville","VA","231162600","","6:00 AM - 7:00 PM","","80369"
"Edward L. Kelly Leadership Center","14715 Bristow Road","","","Manassas","VA","20112","","6:00 AM - 7:00 PM","","80370"
"PENNINGTON MIDDLE SCHOOL","121 BOBCAT CIRCLE","","","Pennington Gap","VA","24277","","6:00 AM - 7:00 PM","","80371"
"COUNCIL COMMUNITY CENTER","1125 QUINN BRANCH RD","","","HONAKER","VA","24260","","6:00 AM - 7:00 PM","","80372"
"LAKE ANNA VOL RESCUE SQUAD","300 Bumpass Rd","","","Bumpass","VA","230244331","","6:00 AM - 7:00 PM","","80373"
"SHEFFEY ELEMENTARY SCHOOL","621 Sheffey School Rd","","","Wytheville","VA","243825479","","6:00 AM - 7:00 PM","","80374"
"WYTHEVILLE COMMUNITY CENTER","250 S 4th St","","","Wytheville","VA","243822503","","6:00 AM - 7:00 PM","","80375"
"Northside Baptist Church","7600 Studley Rd","","","Mechanicsville","VA","23116","","6:00 AM - 7:00 PM","","80376"
"Antietam Elementary School","12000 Antietam Rd","","","Woodbridge","VA","22192","","6:00 AM - 7:00 PM","","80377"
"ROSE HILL ELEMENTARY SCHOOL","ST RD 674","","","Rose Hill","VA","24281","","6:00 AM - 7:00 PM","","80378"
"ELLIS ELEMENTARY SCHOOL","10400 Kim Graham Ln","","","Manassas","VA","201093733","","6:00 AM - 7:00 PM","","80379"
"DILLWYN RESCUE SQUAD BUILDING","222 Wingo Rd","","","Dillwyn","VA","239362841","","6:00 AM - 7:00 PM","","80380"
"BEAVERDAM ELEM SCHOOL","15485 Beaverdam School Rd","","","Beaverdam","VA","230151306","","6:00 AM - 7:00 PM","","80381"
"RIPPON MIDDLE SCHOOL","15101 Blackburn Rd","","","Woodbridge","VA","221913821","","6:00 AM - 7:00 PM","","80382"
"OAKLAND ELEMENTARY SCHOOL","4930 PIPERS GAP RD","","","GALAX","VA","24333","GYMNASIUM","6:00 AM - 7:00 PM","","80383"
"FIFE FIRE HOUSE","2397 Hadensville Fife Rd","","","Goochland","VA","230633418","","6:00 AM - 7:00 PM","","80384"
"POTOMAC MIDDLE SCHOOL","3130 Panther Pride Drive","","","Dumfries","VA","220262534","PANTHER HALL","6:00 AM - 7:00 PM","","80385"
"E A GIBSON SCHOOL","1215 Industrial Ave","","","Danville","VA","245413145","","6:00 AM - 7:00 PM","","80386"
"BARBOURSVILLE FIRE HOUSE","5251 Spotswood Trl","","","Barboursville","VA","229239003","","6:00 AM - 7:00 PM","","80387"
"SWANSON STUDIO BEHIND MUSEUM","975 Main St","","","Danville","VA","245411822","","6:00 AM - 7:00 PM","","80388"
"MT AIRY ELEMENTARY SCHOOL","100 Mount Airy Elementary Cir","","","Gretna","VA","245574750","","6:00 AM - 7:00 PM","","80389"
"CANA FIRE DEPT MT BETHEL SUB STATION","94 MOUNT BETHEL RD","","","CANA","VA","243174650","","6:00 AM - 7:00 PM","","80390"
"ST PAUL SCHOOL","231 FLOWER GAP RD","","","CANA","VA","24317","LOBBY","6:00 AM - 7:00 PM","","80391"
"RIVERBEND FIRE STATION","1535 Ferry Rd","","","Danville","VA","245417563","","6:00 AM - 7:00 PM","","80392"
"GREENE COUNTY TECHNICAL EDUCATION CTR","10415 Spotswood Trail","","","STANARDSVILLE","VA","22973","","6:00 AM - 7:00 PM","","80393"
"The Jessica Beath Clinic","12300 Farrington Rd","","","Glen Allen","VA","23059","","6:00 AM - 7:00 PM","","80394"
"Buckhall Fire Station","7190 Yates Ford Rd","","","Manassas","VA","20111","","6:00 AM - 7:00 PM","","80395"
"Rosa Parks Elementary School","13446 Princedale Drive","","","Woodbridge","VA","22193","","6:00 AM - 7:00 PM","","80396"
"LILLIAN CARDEN COMMUNITY CENTER","222 3RD AVENUE","","","QUANTICO","VA","22134","","6:00 AM - 7:00 PM","","80397"
"HORSEPASTURE FIRE DEPT RECREATION BLDG","17787 A L Philpott Hwy","","","Ridgeway","VA","24148","","6:00 AM - 7:00 PM","","80398"
"Gretna High School","100 Gretna Hawks Circle","","","Gretna","VA","24557","","6:00 AM - 7:00 PM","","80399"
"GLADEVILLE ELEMENTARY SCHOOL","3117 GLENDALE RD","","","GALAX","VA","243336155","GYMNASIUM","6:00 AM - 7:00 PM","","80400"
