"referendum_id","custom_ballot_id","write_in","image_url","id"
"055000","","no","","05700011"
"055001","","no","","05700021"
"055002","","no","","05700031"
"055003","","no","","05700041"
"055004","","no","","05700051"
"","","no","","05700001"
"","","no","","05700061"
"","","no","","05700071"
"","","no","","05700081"
"","","no","","05700091"
"","","no","","05700101"
"","","no","","05700111"
"","","no","","05700121"
