"referendum_id","custom_ballot_id","write_in","image_url","id"
"205000","","no","","20700011"
"","","yes","","20700001"
"","","no","","20700021"
"","","no","","20700031"
"","","yes","","20700041"
"","","yes","","20700051"
"","","yes","","20700061"
"","","yes","","20700071"
"","","yes","","20700081"
