"referendum_id","custom_ballot_id","write_in","image_url","id"
"175000","","no","","17700011"
"175001","","no","","17700021"
"175002","","no","","17700031"
"175003","","no","","17700041"
"175004","","no","","17700051"
"","","no","","17700001"
"","","no","","17700061"
"","","no","","17700071"
"","","no","","17700081"
"","","no","","17700091"
"","","no","","17700101"
