"referendum_id","custom_ballot_id","write_in","image_url","id"
"085000","","no","","08700011"
"085001","","no","","08700021"
"085002","","no","","08700031"
"085003","","no","","08700041"
"","","no","","08700001"
"","","no","","08700051"
"","","no","","08700061"
"","","no","","08700071"
"","","no","","08700081"
"","","no","","08700091"
"","","no","","08700101"
