"name","precinct_id","ballot_style_image_url","id"
"1","5557016","","23757"
"1","5557016","","23758"
"1","5557016","","23760"
"1","5557016","","23761"
"1","5557019","","23762"
"1","5557021","","23766"
"1","5557024","","23775"
"1","5557024","","23776"
"1","5557024","","23777"
"1","5557027","","23780"
"1","5557029","","23782"
"1","5557029","","23784"
"1","5557029","","23785"
"1","5557030","","23786"
"1","5557032","","23790"
"1","5557032","","23791"
"1","5557032","","23792"
"2","5557034","","23797"
"2","5557034","","23798"
"3","5557014","","23751"
"3","5557014","","23752"
"3","5557014","","23753"
"3","5557014","","23754"
"3","5557014","","23755"
"3","5557014","","23756"
"3","5557016","","23759"
"3","5557019","","23763"
"3","5557022","","23768"
"3","5557022","","23769"
"3","5557022","","23770"
"3","5557022","","23771"
"3","5557022","","23772"
"3","5557023","","23773"
"3","5557023","","23774"
"4","5557027","","23781"
"4","5557035","","23799"
"4","5557035","","23800"
"5","5557040","","23806"
"5","5557040","","23807"
"6","5557021","","23764"
"6","5557021","","23765"
"6","5557021","","23767"
"6","5557031","","23787"
"6","5557031","","23788"
"6","5557031","","23789"
"6","5557033","","23793"
"6","5557033","","23794"
"6","5557033","","23795"
"6","5557037","","23801"
"7","5557013","","23750"
"7","5557026","","23778"
"7","5557026","","23779"
"1","5555164","","18291"
"1","5555164","","18296"
"1","5555164","","18298"
"1","5555164","","18303"
"1","5555164","","575000157"
"1","5555164","","775000128"
"1","5555165","","18307"
"1","5555165","","18308"
"1","5555167","","18318"
"1","5555167","","18326"
"1","5555167","","18327"
"1","5555167","","775000131"
"1","5555170","","18336"
"1","5555170","","18340"
"2","5555168","","18328"
"2","5555168","","18329"
"1","5553038","","6978"
"1","5553038","","775001912"
"1","5553038","","775002410"
"1","5553038","","775002411"
"1","5553043","","7112"
"1","5553045","","575000128"
"1","5553045","","775002313"
"1","5553045","","775002316"
"1","5553045","","775002341"
"1","5553052","","575002039"
"1","5553052","","7565"
"1","5553052","","7567"
"1","5553052","","775002521"
"1","5553052","","775002559"
"1","5553052","","775002560"
"1","5553066","","7608"
"1","5553066","","775002520"
"1","5553088","","775002462"
"1","5553088","","7959"
"1","5553089","","775002566"
"1","5553089","","775002567"
"1","5553089","","775002568"
"1","5553089","","775002569"
"1","5553089","","775002570"
"1","5553089","","775002571"
"1","5553089","","775002572"
"1","5553128","","575002037"
"1","5553128","","775002522"
"1","5553128","","775002562"
"1","5553128","","775002563"
"2","5553052","","575002038"
"2","5553052","","775002558"
"2","5553128","","775002561"
"3","5553018","","575002042"
"3","5553020","","575001971"
"3","5553020","","6741"
"3","5553020","","775002471"
"3","5553020","","775002472"
"3","5553020","","775002473"
"3","5553020","","775002474"
"3","5553030","","775002303"
"3","5553030","","775002304"
"3","5553030","","775002307"
"3","5553036","","6946"
"3","5553044","","575002051"
"3","5553044","","575002052"
"3","5553048","","775002549"
"3","5553048","","775002550"
"3","5553048","","775002551"
"3","5553048","","775002552"
"3","5553048","","775002553"
"3","5553049","","575002064"
"3","5553049","","575002065"
"3","5553079","","575000559"
"3","5553079","","575002032"
"3","5553079","","575002033"
"3","5553079","","575002034"
"3","5553079","","7645"
"3","5553079","","775002463"
"3","5553080","","575000134"
"3","5553080","","575002023"
"3","5553080","","575002024"
"3","5553080","","7747"
"3","5553080","","775002322"
"3","5553080","","775002324"
"3","5553081","","575002044"
"3","5553081","","575002046"
"3","5553081","","575002047"
"3","5553081","","575002048"
"3","5553081","","575002049"
"3","5553081","","575002050"
"3","5553091","","775002317"
"3","5553091","","775002318"
"3","5553091","","775002320"
"3","5553091","","775002339"
"3","5553091","","8124"
"3","5553091","","8195"
"3","5553094","","575002060"
"3","5553094","","575002061"
"3","5553096","","575000555"
"3","5553096","","575002056"
"3","5553096","","575002057"
"3","5553096","","575002058"
"3","5553096","","575002059"
"3","5553124","","575000215"
"3","5553124","","575002028"
"3","5553124","","575002029"
"3","5553124","","775002323"
"3","5553124","","775002325"
"3","5553124","","775002326"
"3","5553124","","775002328"
"3","5553124","","775002335"
"3","5553124","","775002338"
"3","5553124","","8507"
"3","5553125","","575002054"
"3","5553125","","575002055"
"3","5553127","","575000556"
"3","5553127","","575002026"
"3","5553127","","575002027"
"3","5553127","","775002327"
"3","5553127","","775002329"
"3","5553127","","775002334"
"3","5553127","","8682"
"4","5553018","","575002041"
"4","5553019","","575002043"
"4","5553049","","575002063"
"4","5553081","","575002045"
"4","5553093","","575002066"
"4","5553094","","575002062"
"4","5553095","","575002067"
"4","5553125","","575002053"
"5","5553045","","7231"
"5","5553045","","775002309"
"5","5553045","","775002311"
"5","5553052","","575002040"
"6","5553041","","775002306"
"6","5553041","","775002308"
"6","5553079","","775002310"
"6","5553091","","575002030"
"6","5553091","","575002031"
"6","5553124","","775002321"
"6","5553124","","775002336"
"1","5555525","","26135"
"1","5555525","","26138"
"1","5555525","","575000303"
"1","5555525","","775000270"
"1","5555525","","775000294"
"1","5555525","","775000309"
"1","5555526","","26141"
"1","5555526","","26143"
"1","5555526","","26144"
"1","5555526","","775000269"
"1","5555526","","775000301"
"1","5555526","","775000302"
"1","5555529","","26145"
"1","5555529","","775000304"
"1","5555529","","775000305"
"1","5555529","","775001917"
"1","5555531","","26150"
"1","5555531","","26155"
