"precinct_split_id","electoral_district_id"
"55551","1010100000119"
"55551","1010100000179"
"55551","1010100000220"
"55551","1010100000364"
"55551","101033"
"555510","1010100000115"
"555510","1010100000179"
"555510","1010100000220"
"555510","1010100000364"
"555510","101042"
"5555100","1010100000121"
"5555100","1010100000218"
"5555100","1010100000364"
"5555100","1010132"
"5555100","1010775000027"
"55551001","1010100000059"
"55551001","1010100000181"
"55551001","1010100000218"
"55551001","1010100000367"
"55551001","1010657"
"55551001","1010775000020"
"555510021","1010100000139"
"555510021","1010100000187"
"555510021","1010100000220"
"555510021","1010100000369"
"555510021","1010500000083"
"555510034","1010100000139"
"555510034","1010100000187"
"555510034","1010100000220"
"555510034","1010100000369"
"555510034","1010500000084"
"55551005","1010100000059"
"55551005","1010100000181"
"55551005","1010100000218"
"55551005","1010100000367"
"55551005","1010652"
"55551005","1010775000020"
"555510065","1010100000126"
"555510065","1010100000187"
"555510065","1010100000220"
"555510065","1010100000369"
"555510065","1010500000086"
"55551007","1010100000059"
"55551007","1010100000181"
"55551007","1010100000218"
"55551007","1010100000367"
"55551007","1010652"
"55551007","1010775000020"
"55551008","1010100000059"
"55551008","1010100000181"
"55551008","1010100000218"
"55551008","1010100000367"
"55551008","1010654"
"55551008","1010775000020"
"555510087","1010100000126"
"555510087","1010100000187"
"555510087","1010100000220"
"555510087","1010100000369"
"555510087","1010500000087"
"5555101","1010100000121"
"5555101","1010100000218"
"5555101","1010100000364"
"5555101","1010133"
"5555101","1010775000027"
"55551010","1010100000059"
"55551010","1010100000181"
"55551010","1010100000218"
"55551010","1010100000367"
"55551010","1010655"
"55551010","1010775000020"
"555510105","1010100000126"
"555510105","1010100000187"
"555510105","1010100000220"
"555510105","1010100000369"
"555510105","1010500000088"
"555510121","1010100000126"
"555510121","1010100000187"
"555510121","1010100000220"
"555510121","1010100000369"
"555510121","1010500000089"
"555510138","1010100000126"
"555510138","1010100000187"
"555510138","1010100000220"
"555510138","1010100000369"
"555510138","1010500000090"
"55551014","1010100000075"
"55551014","1010100000181"
"55551014","1010100000218"
"55551014","1010100000367"
"55551014","1010656"
"55551014","1010775000020"
"555510159","1010100000126"
"555510159","1010100000187"
"555510159","1010100000220"
"555510159","1010100000369"
"555510159","1010500000090"
"555510170","1010100000126"
"555510170","1010100000187"
"555510170","1010100000220"
"555510170","1010100000369"
"555510170","1010500000092"
"55551019","1010100000059"
"55551019","1010100000181"
