"referendum_id","custom_ballot_id","write_in","image_url","id"
"64000001","","no","","6700001"
"64000002","","no","","6700011"
"64000003","","no","","6700021"
"64000004","","no","","6700031"
"64000005","","no","","6700041"
"64000006","","no","","6700051"
"","","no","","6700061"
"","","no","","6700071"
"","","no","","6700081"
"","","no","","6700091"
"","","no","","6700101"
"","","no","","6700111"
"","","no","","6700121"
"","","no","","6700131"
