"ballot_id","candidate_id","sort_order"
"6700061","660008",""
"6700061","660013",""
"6700071","660001",""
"6700071","660002",""
"6700081","660004",""
"6700081","660010",""
"6700091","660003",""
"6700091","660014",""
"6700101","660005",""
"6700101","660012",""
"6700111","660000",""
"6700111","660011",""
"6700121","660009",""
"6700121","660015",""
"6700131","660006",""
"6700131","660007",""
