"referendum_id","custom_ballot_id","write_in","image_url","id"
"415000","","no","","41700011"
"415001","","no","","41700021"
"415002","","no","","41700031"
"415003","","no","","41700041"
"415004","","no","","41700051"
"415005","","no","","41700061"
"415006","","no","","41700071"
"","","no","","41700001"
"","","no","","41700081"
